ID,Nombre de la comunidad,Priori_500,Justifi_Prio_500,Priori_1000,Priorizadas,Cod_DANE_Dep,Departamento,Cod_DANE_Mun,Municipio,Región geográfica,18.¿Cúantas viviendas hay en su comunidad?,Inversión Estimada,Potencia Estimada kWp,x,y
67,ASOCIACION DE AUTORIDADES TRADICIONALES INDIGENA WAYUU OLOIJIRAWA AGUAIPA,NO,N.A,NO,NO,44,LA GUAJIRA,44847,URIBIA,CARIBE,200,1800000000,90,-72.293901222,11.672518615
68,ORGANICACION DEL PUEBLO YUWA,NO,N.A,NO,NO,44,LA GUAJIRA,44847,URIBIA,CARIBE,,972000000,20,-72.29344525,11.672511882
69,ASOKUISA  ASOCIACION DE AUTORIDADES ANCESTRALES ZONA DE KUISA,NO,N.A,NO,NO,44,LA GUAJIRA,44847,URIBIA,CARIBE,,972000000,20,-71.8249399999999,11.8854799999999
70,ASOCIACION DE CAMSPESINOS NUEVA ESPERANZA ASOCANOE,NO,N.A,NO,NO,44,LA GUAJIRA,44847,URIBIA,CARIBE,,972000000,20,-72.26536,11.71604
71,JAC LA PLAZUELA ,NO,N.A,NO,NO,68,SANTANDER,68444,MATANZA,ANDINA,57,1014000000,90,-73.093257901,7.385619268
72,JUNTA DE ACCION COMUNAL DEL CORREGIMIENTO DE VALERIO,NO,N.A,NO,NO,27,CHOCÓ,27077,BAJO BAUDÓ,PACÍFICA,186,2400000000,120,-77.2176705929,5.01184265736
74,ASOCIACION DE JUNTAS DE ACCION COMUNAL DEL MUNICIPIO DE BAJO BAUDO,NO,N.A,NO,NO,27,CHOCÓ,27077,BAJO BAUDÓ,PACÍFICA,,972000000,20,-77.2176705929,5.01184265736
75,PAIINWAJIRAWA SUCHIRUWA WOUMAIN,NO,N.A,NO,NO,44,LA GUAJIRA,44847,URIBIA,CARIBE,,972000000,20,-71.7488151815,11.9997145068
76,ASOCIACION DE PRODUCTORES DE CACAO DEL CENTRO DEL VALLE,NO,N.A,NO,NO,76,VALLE DEL CAUCA,76834,TULUÁ,PACÍFICA,,338000000,30,-76.225380184,4.130090424
77,JAC ,NO,N.A,NO,NO,50,META,50711,VISTA HERMOSA,ORINOQUÍA,,972000000,20,-73.667175521,2.81273922
78,COOPERATIVA MULTIACTIVA DE DESARROLLO AGROPECUARIO E INFRAESTRUCTURA ,NO,N.A,NO,NO,50,META,50689,SAN MARTÍN,ORINOQUÍA,,338000000,30,-73.758753385,3.746165217
79,AGUA BONITA ,NO,N.A,NO,NO,20,CESAR,20013,AGUSTÍN CODAZZI,CARIBE,,972000000,20,-73.2235824408,9.94921590787
80,CFERET SAS ,NO,N.A,NO,NO,15,BOYACÁ,15238,DUITAMA,ANDINA,,338000000,30,-73.039390041,5.827690012
81,COMUNIDAD WAYUU JUMAIN PUSHAINA,NO,N.A,NO,NO,44,LA GUAJIRA,44078,BARRANCAS,CARIBE,,972000000,20,-72.7724343999999,10.9837807
82,COMUNIDAD INDIGENA SAPUARA ,NO,N.A,NO,NO,94,GUAINÍA,94343,BARRANCO MINAS,AMAZÓNICA,,972000000,20,-69.361919528,3.666372994
85,ORGANIZACION DE ACCION COMUNAL DEL BARRIO KENNEDY ,NO,N.A,NO,NO,8,ATLÁNTICO,8001,BARRANQUILLA,CARIBE,980,3618461538,980,-74.806151334,10.949601649
86,ASOCIACION DE PESCADORES Y AGRICULTORES DE CANO VIEJO APECAVI CORREGIMIENTO DE SAN NICOLAS DE BARI,NO,N.A,NO,NO,23,CÓRDOBA,23417,LORICA,CARIBE,,338000000,30,-75.867867406,9.24379715299999
87,JUNTA DE ACCION COMUNAL DE SANTA VERONICA ,NO,N.A,NO,NO,8,ATLÁNTICO,8372,JUAN DE ACOSTA,CARIBE,,338000000,30,-75.0784179865,10.8230591749999
88,JAC LAFLORESTA,NO,N.A,NO,NO,50,META,50318,GUAMAL,ORINOQUÍA,,338000000,30,-73.9598386376,3.94777558498
89,RESGUARDO INDIGENA EMBERA KATIO SAN PABLO EL PARA,NO,N.A,NO,NO,18,CAQUETÁ,18001,FLORENCIA,AMAZÓNICA,28,1458000000,30,-75.5582390642999,1.74913870382
90,PROPIEDAD HORIZONTAL LAS HELICONIAS ,NO,N.A,NO,NO,5,ANTIOQUIA,5045,APARTADÓ,ANDINA,,338000000,30,-76.6271799999999,7.88257
91,JUNTA DE ACCION COMUNAL BARRIO SANTA TERESA,NO,N.A,NO,NO,8,ATLÁNTICO,8372,JUAN DE ACOSTA,CARIBE,,338000000,30,-75.03404,10.82963
92,FUNDACION DE RESERVAS NATURALES ,NO,N.A,NO,NO,52,NARIÑO,52258,EL TABLON DE GOMEZ,PACÍFICA,,338000000,30,-76.9852695879,1.40943020744
93,COMUNIDAD INDIGENA DE PUERTO VENTURA,NO,N.A,NO,NO,91,AMAZONAS,91798,TARAPACÁ,AMAZÓNICA,65,1200000000,60,-69.782301278,-2.817152796
94,FEDERACION COMUNAL DEL DEPARTAMENTO DE NARINO ,NO,N.A,NO,NO,52,NARIÑO,52001,PASTO,PACÍFICA,,338000000,30,-77.2060972082999,1.08360372738
95,ASOCIACION DE VICTIMAS DEL CONFLICTO CAMINO POR LA PAZ DE BARAYA HUILA ARCOPAZ,NO,N.A,NO,NO,41,HUILA,41078,BARAYA,ANDINA,,338000000,30,-75.0706025789999,3.131498542
96,ASOCIACION LUZ  Y ARTE AGROPECUARIO DE ALTAMIRA HUILA,NO,N.A,NO,NO,41,HUILA,41026,ALTAMIRA,ANDINA,150,3042000000,270,-75.79622206,2.115061011
97,SOCIEDAD DE MEJORAS PUBLICAS DE APIA,NO,N.A,NO,NO,66,RISARALDA,66045,APÍA,ANDINA,,338000000,30,-75.9429899999999,5.10742
98,JUNTA DE ACCION COMUNAL  BARRIO VILLA ESPERANZA LIBANO TOLIMA ,NO,N.A,NO,NO,73,TOLIMA,73411,LIBANO,ANDINA,76,1352000000,120,-75.0488273259999,4.915390593
99,CONSEJO COMUNITARIO EL NEGRO ROBLES ,NO,N.A,NO,NO,44,LA GUAJIRA,44001,RIOHACHA,CARIBE,1000,3803076923,1030,-72.9587631226,11.2429725814
100,JUNTA DE ACCION COMUNAL LA SIBERIA DE VISTAHERMOSA META,NO,N.A,NO,NO,50,META,50711,VISTA HERMOSA,ORINOQUÍA,,972000000,20,-73.6665220152,2.81161641594
101,JUNTA DE ACCION COMUNAL BARRIO CAMINO CORRECTO SECTOR EMMANUEL ,NO,N.A,NO,NO,23,CÓRDOBA,23466,MONTELÍBANO,CARIBE,,972000000,20,-75.4092435,7.9593842
102,ASENTAMIENTO NUEVA ESPERANZA,NO,N.A,NO,NO,68,SANTANDER,68575,PUERTO WILCHES,ANDINA,,338000000,30,-73.7838353254,7.57716595584
103,ASOCIACION DE VEEDURIA CIUDADANA TRANSPARENCIA DE PUERTO BOYACA ,NO,N.A,NO,NO,15,BOYACÁ,15572,PUERTO BOYACA,ANDINA,,338000000,30,-74.5889999999999,5.97708
104,ORGANIZACION INDIGENA DE LA GUAJIRA YANAMA,NO,N.A,NO,NO,44,LA GUAJIRA,44430,MAICAO,CARIBE,100,1690000000,150,-72.048526475,11.595063645
105,JUNTA DE ACCION COMUNAL DEL BARRIO LA POPA ,NO,N.A,NO,NO,13,BOLÍVAR,13244,CARMEN DE BOLÍVAR,CARIBE,275,5070000000,450,-75.120254849,9.71968893899999
106,FINCA LA UNION,NO,N.A,NO,NO,73,TOLIMA,73001,IBAGUE,ANDINA,,338000000,30,-75.2623373609999,4.445155076
107,ASOCIACION AGRO AMBIENTLA CORAZON DE MARIA,NO,N.A,NO,NO,52,NARIÑO,52001,PASTO,PACÍFICA,,338000000,30,-77.3170363109999,1.164318034
108,COOPERATIVA MULTIACTIVA MEMORIA VIDA Y ESPERANZA COOMMAVE ,NO,N.A,NO,NO,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,PACÍFICA,,972000000,20,-78.613904394,1.6361016272
109,JUNTA DE ACCION COMUNAL BARRIO ELISA CELEDON,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,590,2621538462,710,-74.244255936,10.995037792
110,JUNTA DE ACCION COMUNAL BARRIO POPULAR SAN JUAN ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,338000000,30,-74.0427855413,10.8892390810999
111,JUNTA DE ACCION COMUNAL BARRIO LA VICTORIA ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,338000000,30,-74.2469299699999,11.006959996
112,JUNTA DE ACCION COMUNAL VEREDA LAS MARGARITAS ACACIAS META ,NO,N.A,NO,NO,50,META,50006,ACACIAS,ORINOQUÍA,,338000000,30,-73.7239134796,4.00964445932
113,JUNTA DE ACCION COMUNAL DE LA VEREDA LA COCHA,NO,N.A,NO,NO,86,PUTUMAYO,86568,PUERTO ASIS,AMAZÓNICA,,972000000,20,-76.4999981219999,0.507876489
114,BARRIO VISTA AL MAR ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,972000000,20,-74.0427855413,10.8892390810999
115,ASOCIACION INDIGENA AGROTIRISTICA LA KUMBA ,NO,N.A,NO,NO,52,NARIÑO,52227,CUMBAL,PACÍFICA,50,1014000000,90,-77.9593749649999,0.944402133
116,URBANIZACION VILLA CAMPINA ,NO,N.A,NO,NO,5,ANTIOQUIA,5001,MEDELLÍN,ANDINA,,338000000,30,-75.6110357599,6.25758806331
117,JAC URBANIZACION LA MILAGROSA ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,338000000,30,-74.0427855413,10.8892390810999
118,ASOCIACION DE PRODUCTORES CAMPESINOS DEL MAGDALENA ,NO,N.A,NO,NO,47,MAGDALENA,47980,ZONA BANANERA,CARIBE,18000,3840000000,1040,-74.1745305729999,10.9023860779999
119,JUNTA DE ACCION COMUNAL VEREDA LA SORPRESA ,NO,N.A,NO,NO,44,LA GUAJIRA,44098,DISTRACCION,CARIBE,,972000000,20,-72.9444402728999,10.9250510667
120,CAMPESINAS ARTE Y FOGON ,NO,N.A,NO,NO,68,SANTANDER,68406,LEBRÍJA,ANDINA,,338000000,30,-73.2913760492999,7.20405692507
121,ASOCOACION DE MUJERES DESARMAR PARA AMAR,NO,N.A,NO,NO,19,CAUCA,19513,PADILLA,PACÍFICA,,338000000,30,-76.3125067999999,3.2217017
122,JUNTA COMUNAL ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,338000000,30,-74.0427855413,10.8892390810999
123,FUNDACION JUNTANZA RIO SANQUIANGA ,NO,N.A,NO,NO,52,NARIÑO,52696,SANTA BARBARA,PACÍFICA,,972000000,20,-77.9822019,2.4487112
124,JUNTA DE ACCION COMUNAL CENTRO ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,1000,3101538462,840,-74.2521428,11.0118583999999
125,ASOCIACION DE MUJERES RURALES CABEZA DE FAMILIA DEL VIOLO ,NO,N.A,NO,NO,13,BOLÍVAR,13300,HATILLO DE LOBA,CARIBE,,338000000,30,-74.1470820236999,8.98383572749
126,JUA URBANIZACION VILLA ESTADIO ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,972000000,20,-74.0427855413,10.8892390810999
127,JAC URBANIZACION LA MILAGROSA ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,200,2704000000,240,-74.239632192,11.001132703
128,JUNTA DE ACCION COMUNAL URBANIZACION LA FRUTERA ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,450,1800000000,90,-74.0427855413,10.8892390810999
129,ASOEMPAC ,NO,N.A,NO,NO,95,GUAVIARE,95015,CALAMAR,AMAZÓNICA,,972000000,20,-72.7404900399999,2.00695493
130,JUNTA DE ACCION COMUNAL VEREDA CONCHITA,NO,N.A,NO,NO,8,ATLÁNTICO,8372,JUAN DE ACOSTA,CARIBE,21,676000000,60,-75.0784179865,10.8230591749999
131,CABILDO MENOR INDIGENA LAS MARIAS ,NO,N.A,NO,NO,23,CÓRDOBA,23168,CHIMÁ,CARIBE,,338000000,30,-75.6296499999999,9.04704
132,JUNTA DE ACCION COMUNAL BARRIO 18 DE ENERO,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,338000000,30,-74.0427855413,10.8892390810999
133,CASA DE LA CIENCIA Y EL JUEGO ,NO,N.A,NO,NO,52,NARIÑO,52001,PASTO,PACÍFICA,100,1690000000,150,-77.2060972082999,1.08360372738
134,ASOCIACION DE CAMPESINOS Y DESPLAZADOS COLOMBIANOS ,NO,N.A,NO,NO,47,MAGDALENA,47001,SANTA MARTA,CARIBE,200,2704000000,240,-74.1198150129999,11.235615004
135,JUNTA DE ACCION COMUNAL DEL BARRIO NELSON PEREZ ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,338000000,30,-74.2449321999999,10.9972008
136,JUNTA COMUNAL LA FLORESTA 1,NO,N.A,NO,NO,8,ATLÁNTICO,8758,SOLEDAD,CARIBE,,338000000,30,-74.7784245386999,10.9069070367
137,JUNTA ACCION COMUNAL EL LIBANO ,NO,N.A,NO,NO,68,SANTANDER,68444,MATANZA,ANDINA,,338000000,30,-73.055393827,7.402726262
138,JUNTA DE ACCION COMUNAL DE EL RINCON,NO,N.A,NO,NO,20,CESAR,20750,SAN DIEGO,CARIBE,150,2704000000,240,-73.1324237689999,10.271666262
139,JUNTA ACCION CONUNAL DE CAZUARITO,NO,N.A,NO,NO,99,VICHADA,99001,PUERTO CARREÑO,ORINOQUÍA,,972000000,20,-67.6413609389999,5.682764012
140,CONJUNTO RESIDENCIAL LOS NARANJOS 6,NO,N.A,NO,NO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,PACÍFICA,,338000000,30,-76.5480108,3.2615396
141,JUNTA ACCION COMUNAL BARRIO LAS MORAS,NO,N.A,NO,NO,8,ATLÁNTICO,8372,JUAN DE ACOSTA,CARIBE,,338000000,30,-75.0784179865,10.8230591749999
143,CHOCOSOLAR S.A.S ,NO,N.A,NO,NO,27,CHOCÓ,27001,QUIBDÓ,PACÍFICA,,972000000,20,-76.6578791919999,5.698630914
144,NUEVA ESPERAZA ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,338000000,30,-74.0427855413,10.8892390810999
145,ASOCACIMON,NO,N.A,NO,NO,23,CÓRDOBA,23580,PUERTO LIBERTADOR,CARIBE,,972000000,20,-75.7712211177999,7.71154613101
146,ASOCIACION CAMPESINA LA RENOVACION ,NO,N.A,NO,NO,41,HUILA,41026,ALTAMIRA,ANDINA,,338000000,30,-75.6708603059999,2.142284196
147,JUNTA DE ACCION COMUNAL URBANIZACION SIMON BOLIVAR ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,338000000,30,-74.2218026059999,11.009999173
148,JUNTA DE ACCION COMUNAL URBANIZACION SIMON BOLIVAR ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,500,2215384615,600,-74.2218026059999,11.009999173
149,JUNTA DE ACCION COMUNAL ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,,338000000,30,-74.0427855413,10.8892390810999
150,BOTONCHO2,NO,N.A,NO,NO,44,LA GUAJIRA,44430,MAICAO,CARIBE,60,1200000000,60,-72.2950087352,11.3815778353
151,JUNTADE ACCION COMUNAL 24 DE DICIEMBRE NUEVA COLONIA ,NO,N.A,NO,NO,5,ANTIOQUIA,5837,TURBO,ANDINA,7000,4098461538,1110,-76.71607,7.9347
152,ASOCIACION IPOULIA DE URRAICHI ,NO,N.A,SI,SI,44,LA GUAJIRA,44847,URIBIA,CARIBE,100,1800000000,90,-71.95188,12.1233
153,CASA DE HABITACION Y RESIDENCIA FAMILIAR.,NO,N.A,NO,NO,41,HUILA,41001,NEIVA,ANDINA,,338000000,30,-75.2806200069999,2.92701
154,VDA QUEBRADA HONDA,NO,N.A,NO,NO,50,META,50683,SAN JUAN DE ARAMA,ORINOQUÍA,20,676000000,60,-73.971911691,3.445235114
155,FUNDACION SMART BLUE ,NO,N.A,NO,NO,50,META,50400,LEJANÍAS,ORINOQUÍA,3000,3360000000,910,-74.0233499999999,3.52762
156,CONCEJO COMUNITARIO ROMEL ANGEL REDONDO BARROS,NO,N.A,NO,NO,44,LA GUAJIRA,44090,DIBULLA,CARIBE,,972000000,20,-73.4356826191,11.0903352208
157,JUNTA DE ACCION COMUNAL DE SANTA CRUZ DE LA COLINA.,NO,N.A,NO,NO,68,SANTANDER,68444,MATANZA,ANDINA,120,1690000000,150,-73.093459976,7.375156293
158,JUNTA DE ACCION COMUNALURBANIZACION CIUDAD BOLIVAR ,NO,N.A,NO,NO,47,MAGDALENA,47189,CIÉNAGA,CARIBE,100,1600000000,130,-74.2451692249999,11.005861359
159,JUNTA DE ACCION COMUNAL LA ANGELITA LA PAMPA Y SAN MIGUEL ,NO,N.A,NO,NO,54,NORTE DE SANTANDER,54261,EL ZULIA,ANDINA,,338000000,30,-72.6315219876999,8.08119247081
161,CORREGIMIENTO QUEBRADA SECA ,NO,N.A,NO,NO,47,MAGDALENA,47053,ARACATACA,CARIBE,,972000000,20,-74.038236893,10.466332044
162,ASOCIACION COMUNAL DE JUNTAS DEL MUNICIPIO DE MATANZA,NO,N.A,NO,NO,68,SANTANDER,68444,MATANZA,ANDINA,,338000000,30,-73.0576129309999,7.257205013
163,ESSMAR E.S.P.,NO,N.A,NO,NO,47,MAGDALENA,47001,SANTA MARTA,CARIBE,10,225333333,20,-74.1617993979999,11.225748958
164,JAC URBANIZACION EL TREBOL SECTOR TREBOL VILLA ROSALIA,NO,N.A,NO,NO,47,MAGDALENA,47001,SANTA MARTA,CARIBE,,338000000,30,-74.1880228539999,11.219468918
165,POBLACION CAMPESINA SANANDRESENA,NO,N.A,NO,NO,68,SANTANDER,68669,SAN ANDRÉS,ANDINA,200,2704000000,240,-72.8154592,6.796563724
166,RED DE MUJERES DEL MUNICIPIO EL PASO ,NO,N.A,NO,NO,20,CESAR,20250,EL PASO,CARIBE,,972000000,20,-73.6934329885999,9.68172868077999
167,JUNTA DE ACCION COMUNAL VEREDA CASCARILLAL,NO,N.A,NO,NO,44,LA GUAJIRA,44855,URUMITA,CARIBE,,972000000,20,-72.9862399059999,10.4947021012
168,JAC VEREDA CALAVERNAS ,NO,N.A,NO,NO,15,BOYACÁ,15272,FIRAVITOBA,ANDINA,150,2366000000,210,-73.0424302309999,5.682937628
169,ASOCIACION DE MUJERES SANANDRESENAS CON ESPIRITU EMPRENDEDOR,NO,N.A,NO,NO,68,SANTANDER,68669,SAN ANDRÉS,ANDINA,40,676000000,60,-72.815099304,6.814132574
170,COMUNIDAD WAYUU MAPUAIN,NO,N.A,NO,NO,44,LA GUAJIRA,44847,URIBIA,CARIBE,,972000000,20,-72.28541574,11.7109665599999
171,FUNDACION PARA EL DESARROLLO ARTISTICO CULTURAL ARTESANAL EDUCATIVO SOCIAL DE DERECHOS HUMANOS E INDIGENA DE COLOMBIA,NO,N.A,NO,NO,23,CÓRDOBA,23815,TUCHIN,CARIBE,,338000000,30,-75.5440919674999,9.22464636071
172,ASCAFROCOP. ASOCIACION AFRO DEL COPEY,NO,N.A,NO,NO,20,CESAR,20238,EL COPEY,CARIBE,23,676000000,60,-73.912820636,10.1999535632999
173,JUNTA DE ACCION COMUNAL VEREDA LOMA LINDA,NO,N.A,NO,NO,50,META,50711,VISTA HERMOSA,ORINOQUÍA,80,1800000000,90,-73.690948742,2.703700385
174,OAC VILLA DEL MAR ,NO,N.A,NO,NO,8,ATLÁNTICO,8001,BARRANQUILLA,CARIBE,,338000000,30,-74.8277446792999,10.9815261056
175,CORPORACION PARA EL DESARROLLO ECONOMICO DEL ATRATO MEDIO CORDESAME,NO,N.A,NO,NO,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,ANDINA,,972000000,20,-76.6950578497,6.45335697112
177,ASOCIACION DE AUTORIDADES TRADICIONALES WAYUU DE MAPUAIN DE LA GUAJIRA,NO,N.A,NO,NO,44,LA GUAJIRA,44847,URIBIA,CARIBE,,972000000,20,-72.2874345479999,11.711795993
178,JUNTA DE ACCION COMUNAL VEREDA CORCOBADO ,NO,N.A,NO,NO,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,PACÍFICA,,338000000,30,-76.202130169,4.88916128
179,JUNTA DE ACCION COMUNAL VEREDA DINDAL ,NO,N.A,NO,NO,41,HUILA,41016,AIPE,ANDINA,,338000000,30,-75.296196307,3.111002817
180,VEREDA EL PALMAR LA MESA CUNDINAMARCA ,NO,N.A,NO,NO,25,CUNDINAMARCA,25386,LA MESA,ANDINA,,338000000,30,-74.4732187328999,4.65077080916
181,JUNTA DE ACCION COMUNAL DE LA VEREDA DE PUEBLO NUEVO MEJIA ,NO,N.A,NO,NO,13,BOLÍVAR,13667,SAN MARTIN DE LOBA,CARIBE,60,1200000000,60,-74.0377199999999,8.93962999999999
182,JUNTA DE ACCION COMUNAL SSN PEDRO CONSOLADO BOLIVAR,NO,N.A,NO,NO,13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,CARIBE,463,2584615385,700,-75.0467,10.01056
184,JUNTA DE ACCION COMUNAL DEL CORREGIMIENTO DE BELEN ,NO,N.A,NO,NO,47,MAGDALENA,47245,EL BANCO,CARIBE,710,3692307692,1000,-73.906537932,9.075337272
185,CONSEJO COMUNITARIO AFRODECENDIENTE BUNDE DE RETIRO NUEVO ,NO,N.A,NO,NO,13,BOLÍVAR,13442,MARÍA LA BAJA,CARIBE,,338000000,30,-75.343669151,9.97629531343
186,CABILDO INDIGENA SANTO DOMINGO ,NO,N.A,NO,NO,23,CÓRDOBA,23168,CHIMÁ,CARIBE,70,1600000000,130,-75.6508991209999,9.10810672899999
187,JUNTA DE ACCION COMUNAL VEREDA LAS COLONIAS.,NO,N.A,NO,NO,44,LA GUAJIRA,44279,FONSECA,CARIBE,,972000000,20,-72.8018177989,10.8283715998
188,JUNTA DE ACCION COMUNAL URBANIZACION LA FE,NO,N.A,NO,NO,8,ATLÁNTICO,8758,SOLEDAD,CARIBE,600,3175384615,860,-74.778732059,10.909926922
189,JUNTA DE ACCION COMUNAL,NO,N.A,NO,NO,68,SANTANDER,68169,CHARTA,ANDINA,,338000000,30,-72.9878787996999,7.25896440104
190,JUNTA DE ACCION COMUNAL DE SAN JOAQUIN  BOLIBAR ,NO,N.A,NO,NO,13,BOLÍVAR,13433,MAHATES,CARIBE,,338000000,30,-75.1798596663,10.1779514301
191,ASOCIACION POPULAR ENERGIA PARA TODOS,NO,N.A,NO,NO,11,BOGOTÁ D.C.,11001,BOGOTÁ D.C.,ANDINA,,338000000,30,-74.06941,4.61496
192,ASOCIACION DE CAMPESINOS LOS YOPITOS,NO,N.A,NO,NO,85,CASANARE,85001,YOPAL,ORINOQUÍA,100,2028000000,180,-72.334483984,5.130453912
193,ALEJANDRIA,NO,N.A,NO,NO,52,NARIÑO,52001,PASTO,PACÍFICA,,338000000,30,-77.2060972082999,1.08360372738
194,COMUNIDAD DE SANTO DOMINGO ,NO,N.A,NO,NO,23,CÓRDOBA,23815,TUCHIN,CARIBE,60,1352000000,120,-75.563292574,9.178467676
195,FUNDACION SEVERDE ,NO,N.A,NO,NO,5,ANTIOQUIA,5001,MEDELLÍN,ANDINA,,338000000,30,-75.6110357599,6.25758806331
196,ASOCIACION DE ACUICULTORES INDIGENA WAYUU DE LA COMUNIDAD DE MAPUAIN ACUIMAP,NO,N.A,NO,NO,44,LA GUAJIRA,44847,URIBIA,CARIBE,,972000000,20,-72.2876298279999,11.7111835049999
197,CORREGIMIENTO DE GUALMATAN ,NO,N.A,NO,NO,52,NARIÑO,52001,PASTO,PACÍFICA,450,2252307692,610,-77.3178544,1.1728842
198,SINECAM USCTRAB ,NO,N.A,NO,NO,25,CUNDINAMARCA,25473,MOSQUERA,ANDINA,,338000000,30,-74.2357317297,4.67271438727
199,DEFENSA DE LOS  USUARIOS DE LOS SERVICIOS PUBLICOS DOMICILIARIOS Y DE LA SALUD,NO,N.A,NO,NO,20,CESAR,20001,VALLEDUPAR,CARIBE,1000,3766153846,1020,-73.2293349859999,10.4585448929999
200,ASOCIACION ANTONIO MOSQUERA ZARATE ,NO,N.A,NO,NO,8,ATLÁNTICO,8436,MANATI,CARIBE,,972000000,20,-74.960266755,10.447439336
201,CONSEJO COMUNITARIO JOSE TRINIDAD CALDERON MEJIA. COMUNIDAD DE LOS PONDORES,NO,N.A,NO,NO,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,CARIBE,,338000000,30,-73.086211362,10.8131796709
202,CCCN VICTOR MANUEL PERALTA PENARANDA,NO,N.A,NO,NO,44,LA GUAJIRA,44279,FONSECA,CARIBE,,972000000,20,-72.711255979,10.742074514
203,FUNDACION COMASGE,NO,N.A,NO,NO,8,ATLÁNTICO,8758,SOLEDAD,CARIBE,,338000000,30,-74.7784245386999,10.9069070367
204,JUNTA DE ACCION COMUNAL DEL BARRIO SANTANDER SECTOR LA GUAJIRA,NO,N.A,NO,NO,13,BOLÍVAR,13433,MAHATES,CARIBE,146,2704000000,240,-75.1798596663,10.1779514301
205,JUNTA DE ACCION COMUNAL DEL CORREGIMIENTO DEL UVITO,NO,N.A,NO,NO,8,ATLÁNTICO,8685,SANTO TOMAS,CARIBE,,338000000,30,-74.8374619429999,10.708695075
206,HOTEL ICHITKI,NO,N.A,NO,NO,44,LA GUAJIRA,44847,URIBIA,CARIBE,,338000000,30,-72.2650787799999,11.711838025
207,FUNDA COSTA DEL CHARCO,NO,N.A,NO,NO,52,NARIÑO,52250,EL CHARCO,PACÍFICA,,972000000,20,-78.110935627,2.478637757
209,JAC URBANIZACION BONANZA,NO,N.A,NO,NO,8,ATLÁNTICO,8758,SOLEDAD,CARIBE,,972000000,20,-74.779051667,10.908001793
210,JUNTA DE ACCION COMUNAL BARRIO CHIVERA,NO,N.A,NO,NO,8,ATLÁNTICO,8675,SANTA LUCIA,CARIBE,,338000000,30,-74.9654117866,10.3536419202999
211,PUERTA DE ORO,NO,N.A,NO,NO,8,ATLÁNTICO,8758,SOLEDAD,CARIBE,300,5070000000,450,-74.791703568,10.912862529
212,JUNTA DE ACCION COMUNAL VEREDA GUAYACAN Y PENA,NO,N.A,NO,NO,15,BOYACÁ,15185,CHITARAQUE,ANDINA,160,2366000000,210,-73.4401491219999,6.055182117
213,JUNTA DE ACCION COMUNAL VEREDA ALTAVISTA CORREGIMIENTO AQUITANIA ,NO,N.A,NO,NO,5,ANTIOQUIA,5652,SAN FRANCISCO,ANDINA,,338000000,30,-74.8654882999999,5.9326567
214,RAQUEL MARIA MARQUEZ CASTILLA ,NO,N.A,NO,NO,8,ATLÁNTICO,8758,SOLEDAD,CARIBE,600,3175384615,860,-74.775952664,10.931117879
215,JUNTA DE ACCION COMUNAL VEREDA LAS QUEMADAS ,NO,N.A,NO,NO,41,HUILA,41770,SUAZA,ANDINA,,338000000,30,-75.7934297949999,1.940512243
216,JAC ROBLES ,NO,N.A,NO,NO,8,ATLÁNTICO,8758,SOLEDAD,CARIBE,,338000000,30,-74.7784245386999,10.9069070367
217,JUNTA DE ACCION COMUNAL BARRIO ARRIBA ,NO,N.A,NO,NO,8,ATLÁNTICO,8675,SANTA LUCIA,CARIBE,,338000000,30,-74.9654117866,10.3536419202999
218,ASOCIACION DE JUNTAS COMUNALES DE LA ZONA URBANA DE ATRATO,NO,N.A,NO,NO,27,CHOCÓ,27050,ATRATO,PACÍFICA,,338000000,30,-76.6061156625,5.56064017898
